id,title,rating_number,rating_text,reviews_count,avg_check,type,cuisines,tags
31303,Saperavi Café,9.6,Идеально,41,1500,Кафе,грузинская,"детское меню,бизнес-ланч,доставка,парковка"
33742,Караван One,9.0,Идеально,2,1500,Ресторан,"европейская,смешанная,узбекская,кавказская,халяльная","бизнес-ланч,доставка,парковка"
37875,Laduree,9.7,Идеально,2,1000,Кондитерская,"французская,торты на заказ,сладости",парковка
47798,Берег,8.5,Отлично,2,1300,Ресторан,европейская,"детское меню,dj,ресторан у воды"
41496,Bro & N,7.4,Хорошо,2,1500,Ресторан,"итальянская,пицца",завтрак
30774,Квартира 44,8.8,Отлично,3,1500,Кафе,европейская,"живая музыка,бизнес-ланч,спортивные трансляции"
33039,Duckstar's,8.7,Отлично,4,1500,Бар,"европейская,мексиканская,латиноамериканская,коктейли,бургеры","здесь танцуют,караоке,детская комната,живая музыка,кальян"
39743,Татев,8.1,Отлично,6,1500,Ресторан,"европейская,смешанная,пицца,шашлыки,рыба и морепродукты,кавказская","детское меню,детская комната,караоке,кальян,доставка"
39892,У дяди Макса,8.7,Отлично,6,1000,Ресторан,"европейская,бургеры,пицца,десерты,коктейли,рыба и морепродукты","детские мастер-классы,детское меню,живая музыка,парковка"
37068,Сололаки,9.2,Идеально,2,1500,Ресторан,"европейская,русская,грузинская",бизнес-ланч
35533,Florentini City Café,8.4,Отлично,18,1500,Ресторан,"итальянская,пицца","детское меню,детская комната,кальян,бильярд,завтрак"
30738,Сок,7.9,Хорошо,7,1500,Кафе,"европейская,вегетарианская,итальянская","детское меню,живая музыка,бизнес-ланч,завтрак"
44217,Poolroom,8.9,Отлично,6,1500,Бар,европейская,"бизнес-ланч,спортивные трансляции,настольные игры,бильярд,завтрак"
35709,Одесса-мама,8.8,Отлично,4,1200,Ресторан,"израильская,украинская,грузинская","детское меню,бизнес-ланч,завтрак,доставка"
36283,Никола Тесла,9.1,Идеально,5,1500,Ресторан,"европейская,сербская","здесь танцуют,живая музыка,бизнес-ланч,доставка,парковка"
42708,P4B Lounge Bar,8.7,Отлично,5,1000,Кальянная,,"живая музыка,шоу-программа,dj,кальян,спортивные трансляции"
30646,Лига пап,8.6,Отлично,7,1500,Спортбар,"европейская,стейки,итальянская","бизнес-ланч,спортивные трансляции,завтрак,парковка"
37004,Mr. Mishka,8.7,Отлично,7,1500,Кальянная,"европейская,крафтовое пиво,русская","кальян,спортивные трансляции,настольные игры,кабинки"
31239,Corner Burger,8.9,Отлично,4,1500,Бургерная,"стритфуд,бургеры,американская","бизнес-ланч,спортивные трансляции,завтрак,доставка,парковка"
30891,Menza,9.2,Идеально,10,1100,Кафе,"азиатская,японская,суши","бизнес-ланч,доставка,парковка"
35685,Каспий,9.1,Идеально,3,1500,Ресторан,"европейская,кавказская","за городом,живая музыка,парковка"
44242,Заря,9.2,Идеально,2,1100,Ресторан,"кавказская,европейская,шашлыки,русская,блины","караоке,живая музыка,бизнес-ланч,кальян,доставка"
45099,Bizone Hookah ВДНХ,9.0,Идеально,3,1200,Кальянная,сладости,"кальян,спортивные трансляции,настольные игры"
31299,Conversation,7.6,Хорошо,3,1500,Кафе,"американская,сладости","бизнес-ланч,завтрак,парковка"
36118,I'm Smoking,9.0,Идеально,7,1200,Кальянная,"закуски,сладости","кальян,настольные игры,камин,парковка"
31035,Восточный квартал,8.8,Отлично,3,1500,Кафе,узбекская,парковка
46476,Bazar Mangal,8.1,Отлично,4,1500,Ресторан,"кавказская,шашлыки",
30746,Венеция,9.0,Идеально,2,1500,Ресторан,"итальянская,пицца",доставка
39806,Абрау-Дюрсо,9.3,Идеально,4,1200,Винотека,"европейская,русская,кавказская",парковка
33230,Fumisawa Sushi,8.7,Отлично,4,1500,Ресторан,"японская,авторская,суши","бизнес-ланч,парковка"
46190,Усадьба в Юрлово,8.8,Отлично,2,1300,Ресторан,"европейская,шашлыки,русская","заказ кейтеринга,бизнес-ланч,доставка,ресторан у воды"
38859,Rose Bar,8.9,Отлично,5,1500,Ресторан,"европейская,крабы,рыба и морепродукты,устрицы","бассейн,бизнес-ланч,парковка"
31210,Панчо-пицца,9.1,Идеально,5,1500,Пиццерия,"мексиканская,европейская,смешанная,пицца,шашлыки,итальянская","детское меню,детская комната,бизнес-ланч,завтрак,парковка"
37872,Оттепель,8.3,Отлично,17,1500,Ресторан,"европейская,русская","панорамный вид,детское меню,парковка"
31401,St Peter's & St Anton,8.9,Отлично,3,1500,Паб,"европейская,крафтовое пиво,английская","бизнес-ланч,спортивные трансляции,завтрак"
34819,Караоке Х.О,9.2,Идеально,4,1100,Ресторан,"европейская,смешанная,пицца,шашлыки,суши,итальянская,русская","здесь танцуют,детское меню,детская комната,караоке,живая музыка"
31593,Ёрш,9.0,Идеально,10,1500,Бар,русская,"еда навынос,доставка,парковка"
44092,Great Room Moscow,9.3,Идеально,4,1400,Ресторан,"европейская,смешанная","при отеле,детское меню,бизнес-ланч,спортивные трансляции,парковка"
41173,Нью-Йорк пицца и гриль,9.3,Идеально,5,1500,Ресторан,"европейская,смешанная,пицца,бургеры","караоке,бизнес-ланч,спортивные трансляции,завтрак,парковка"
35752,White Hart Pub,8.9,Отлично,5,1500,Паб,европейская,"живая музыка,спортивные трансляции"
34658,Хинкальный дом Арго,9.2,Идеально,4,1500,Кафе,"кавказская,грузинская,грузинская","спортивные трансляции,парковка"
43244,Teika Boom,5.7,Нормально,19,1000,Ресторанный комплекс,"европейская,русская","детское меню,детская комната"
30909,Breakfast Café,8.7,Отлично,5,1500,Кафе,европейская,"завтрак,парковка"
35749,Сказка,8.7,Отлично,2,1500,Ресторан,европейская,"здесь танцуют,караоке,бизнес-ланч,dj,спортивные трансляции"
39103,Хищnik Стейкs & Burgers,9.1,Идеально,11,860,Кафе,"стритфуд,бургеры,стейки,американская","бизнес-ланч,спортивные трансляции,завтрак,парковка"
43667,Сова,9.1,Идеально,11,1000,Кальянная,закуски,"заказ кейтеринга,кальян,настольные игры"
35516,Подмосковные вечера,9.4,Идеально,20,1100,Ресторан,"европейская,смешанная,пицца,русская","за городом,живая музыка,боулинг,камин,парковка"
36191,Новорижская застава,9.3,Идеально,3,1500,Ресторан,"европейская,русская","кальян,доставка"
36226,Paul,8.8,Отлично,5,1100,Кафе,"французская,европейская,итальянская","заказ кейтеринга,завтрак,доставка"
30618,Мадам Галифе,9.3,Идеально,2,1500,Ресторан,"европейская,кавказская,грузинская","спортивные трансляции,доставка,парковка"
44348,Кухня Полли,9.2,Идеально,2,1300,Ресторан,"европейская,бургеры,стейки,шашлыки","детские мастер-классы,еда навынос,панорамный вид,детское меню,детская комната"
38018,Лен,8.6,Отлично,9,1500,Ресторан,"европейская,русская","детское меню,живая музыка,бизнес-ланч,кальян,завтрак"
42330,Blush Wine Bar,9.2,Идеально,2,1500,Гастробар,"европейская,авторская,устрицы",
45651,Бир-хаус,8.0,Отлично,7,1500,Паб,европейская,"бизнес-ланч,спортивные трансляции,парковка"
40993,Андерсон,9.5,Идеально,3,1500,Кафе,европейская,"детское меню,детская комната,бизнес-ланч,завтрак"
36070,Blueberry Haze,9.4,Идеально,7,1500,Кальянная,"стритфуд,восточная","бизнес-ланч,кальян,спортивные трансляции,настольные игры"
30564,Кондитерская «Пушкин»,9.1,Идеально,6,1500,Кафе,"французская,торты на заказ,сладости","завтрак,доставка,парковка"
32340,А где я?!,9.3,Идеально,5,1500,Бар,"европейская,крафтовое пиво,японская","за городом,бизнес-ланч,кальян,спортивные трансляции,настольные игры"
46275,19/90,9.5,Идеально,2,1100,Лаунж,"европейская,азиатская,смешанная,суши,бургеры","бизнес-ланч,кальян,спортивные трансляции,настольные игры,завтрак"
32742,Temple Bar,9.3,Идеально,2,1400,Бар,"европейская,смешанная,пицца,стейки,рыба и морепродукты,американская,английская","здесь танцуют,еда навынос,кальян,спортивные трансляции,доставка"
43637,Shima Sushi Bar,9.5,Идеально,7,1000,Ресторан,"японская,суши",
47695,Green Park Sokolniki,7.6,Хорошо,3,1100,Кафе,"кавказская,грузинская,шашлыки","панорамный вид,детское меню,детская комната,живая музыка,шоу-программа"
31533,Наш двор,9.3,Идеально,3,1500,Ресторан,"европейская,русская,армянская",доставка
43425,Котельная,8.3,Отлично,6,1500,Бар,"европейская,коктейли","здесь танцуют,живая музыка,шоу-программа,dj,кальян"
41427,Практика by Darvin,9.0,Идеально,3,850,Бар,"европейская,итальянская",
43335,Виновники,10.0,Идеально,15,1500,Ресторан,"европейская,итальянская","бранч,бизнес-ланч,завтрак"
31061,Дом 12,8.0,Отлично,7,1500,Гастробар,авторская,детское меню
46765,эZo,8.6,Отлично,15,1000,Ресторан,"кавказская,грузинская,шашлыки","детское меню,детская комната"
45108,Кубдари,10.0,Идеально,2,1000,Ресторан,"кавказская,грузинская","живая музыка,шоу-программа,бизнес-ланч,парковка"
45291,Мята Platinum Olimp,10.0,Идеально,25,1300,Кальянная,"европейская,смешанная,пицца","панорамный вид,бизнес-ланч,кальян,парковка"
43922,Plov Project,8.5,Отлично,27,1300,Ресторан,"европейская,смешанная,узбекская,шашлыки,коктейли","детское меню,шоу-программа,dj,кальян,доставка"
48185,Nino,10.0,Идеально,12,1200,Ресторан,"грузинская,кавказская,шашлыки","живая музыка,шоу-программа,доставка"
42875,Руки ВВерх! Бар,8.2,Отлично,50,1000,Бар,"европейская,русская,коктейли,шаурма,итальянская","день святого валентина,здесь танцуют,караоке,живая музыка,шоу-программа"
43127,Drinks @ Dinners,9.6,Идеально,7,1500,Ресторан,"европейская,русская,итальянская,пицца,бургеры,боулы","новогодний корпоратив,детское меню,доставка"
34396,Grange Café,10.0,Идеально,4,1500,Ресторан,"европейская,кавказская","новогодний корпоратив,живая музыка,бизнес-ланч,спортивные трансляции,парковка"
43823,Capito,8.6,Отлично,2,1100,Ресторан,"итальянская,европейская,пицца,постное меню","день святого валентина,можно с животными,завтрак,доставка"
48492,B-69,9.6,Идеально,5,1500,Лофт,европейская,"новогодний корпоратив,еда навынос,сборный корпоратив,караоке,шоу-программа"
34555,Доктор на крыше,9.0,Идеально,10,1500,Ресторан,европейская,"новогодний корпоратив,еда навынос,сборный корпоратив,панорамный вид,бизнес-ланч"
43596,Империя,9.6,Идеально,8,1400,Ресторан,"европейская,русская,шашлыки,торты на заказ,блины","новогодний корпоратив,сборный корпоратив,караоке,кальян,завтрак"
33565,Bon app café,10.0,Идеально,9,1500,Ресторан,"европейская,русская","новогодний корпоратив,детское меню,спортивные трансляции,завтрак,парковка"
42669,Сова и медведь,9.6,Идеально,3,1500,Винотека,европейская,"день святого валентина,dj,кулинарные мастер-классы,парковка"
47625,Igloobar & Loft,7.1,Хорошо,5,1500,Лофт,европейская,"новогодний корпоратив,можно со своей едой,сборный корпоратив,панорамный вид,настольные игры"
47697,Kvartal Green Garden,9.7,Идеально,3,1400,Ресторан,"европейская,азиатская,стейки,бургеры,устрицы,пицца","новогодний корпоратив,детское меню,детская комната,завтрак,доставка"
42795,Forest Lounge,8.4,Отлично,44,1400,Ресторан,"европейская,русская,шашлыки","новогодний корпоратив,день святого валентина,панорамный вид,детское меню,живая музыка"
32616,Шале,9.6,Идеально,31,1500,Ресторан,"европейская,итальянская,французская,пицца,австрийская","новогодний корпоратив,еда навынос,сборный корпоратив,детское меню,детская комната"
44846,Mansard,8.7,Отлично,35,1200,Ресторан,"европейская,итальянская,рыба и морепродукты,стейки,устрицы,коктейли","новогодний корпоратив,заказ кейтеринга,еда навынос,панорамный вид,детское меню"
44151,Mr. Atlant,9.9,Идеально,16,1500,Бар,"европейская,коктейли,итальянская","новогодний корпоратив,кальян,настольные игры,парковка"
31957,Россичъ,9.9,Идеально,18,1500,Ресторан,"европейская,русская,блюда из дичи,блины,постное меню","новогодний корпоратив,еда навынос,детское меню,караоке,детская комната"
47648,Муссон,7.2,Хорошо,2,1500,Ресторан,"итальянская,средиземноморская,рыба и морепродукты,пицца,десерты,суши,устрицы,азиатская","новогодний корпоратив,панорамный вид,парковка"
47708,Navat,7.8,Хорошо,2,1200,Ресторан,"восточная,узбекская,шашлыки,турецкая","новогодний корпоратив,панорамный вид,детское меню,детская комната,живая музыка"
33095,Папа Карло,8.8,Отлично,4,1500,Ресторан,"европейская,итальянская,кавказская,стейки","новогодний корпоратив,детское меню,караоке,детская комната,живая музыка"
38017,Рассольников,8.3,Отлично,5,1300,Ресторан,"русская,европейская,коктейли","новогодний корпоратив,детское меню,детская комната,караоке,живая музыка"
44847,Mandarin,9.9,Идеально,7,1200,Ресторан,европейская,"новогодний корпоратив,детское меню,караоке,детская комната,живая музыка"
45166,Гранат Black,9.0,Идеально,2,1500,Ресторан,"кавказская,европейская,смешанная,грузинская,шашлыки,русская","новогодний корпоратив,заказ кейтеринга,еда навынос,день святого валентина,здесь танцуют"
46711,Igloobar,9.7,Идеально,17,1500,Лофт,,"панорамный вид,караоке,кальян,настольные игры,кабинки"
47834,Руки ВВерх! Бар,8.5,Отлично,3,1000,Бар,"европейская,русская,коктейли","новогодний корпоратив,здесь танцуют,караоке,живая музыка,шоу-программа"
38506,Краснодар,9.1,Идеально,40,1500,Ресторан,"европейская,русская,крафтовое пиво,устрицы,бургеры,рыба и морепродукты,стейки,русская","новогодний корпоратив,живая музыка,шоу-программа,бизнес-ланч,доставка"
44940,Grape Wine & Kitchen,7.1,Хорошо,2,1500,Винотека,"европейская,рыба и морепродукты","бизнес-ланч,завтрак,доставка"
43887,Villa Pasta,6.2,Неплохо,6,1250,Ресторан,"европейская,итальянская,пицца","детские мастер-классы,детское меню,детская комната,живая музыка,шоу-программа"
45603,Джонджоли,6.9,Неплохо,4,1300,Ресторан,"грузинская,кавказская,шашлыки","новогодний корпоратив,еда навынос,бизнес-ланч,доставка"
48163,Barrister,8.7,Отлично,2,1200,Бар,"европейская,итальянская,пицца,коктейли","здесь танцуют,панорамный вид,живая музыка,шоу-программа,dj"
47497,Океан кафе,7.4,Хорошо,6,1200,Кафе,рыба и морепродукты,"бизнес-ланч,завтрак"
46991,Semenov,9.8,Идеально,2,1500,Клуб,"европейская,коктейли","здесь танцуют,караоке,живая музыка,dj,кабинки"
43982,Beer Pairing,8.2,Отлично,13,1500,Ресторан,"европейская,стейки,крафтовое пиво,авторская","бизнес-ланч,кальян,доставка,парковка"
37753,16 тонн,9.1,Идеально,5,1200,Клуб,"европейская,смешанная,крафтовое пиво,русская","здесь танцуют,живая музыка,бизнес-ланч,шоу-программа,dj"
36168,Тапки,9.7,Идеально,1,1500,Кафе,"европейская,итальянская,русская","детское меню,бизнес-ланч,настольные игры,завтрак,доставка"
41970,Oriental Cocktail Bar & Restaurant,8.4,Отлично,5,1500,Бар,"азиатская,суши,коктейли,японская","при отеле,панорамный вид"
42214,Shushas на Пушкинской,8.0,Отлично,61,1200,Бар,"смешанная,европейская,коктейли,суши","здесь танцуют,караоке,dj,кальян"
42382,Некрасов,8.7,Отлично,5,1500,Ресторан,"европейская,итальянская,смешанная,пицца","за городом,dj"
32467,Купец,8.4,Отлично,6,1500,Ресторанный комплекс,"европейская,русская","доставка,парковка"
42221,Орда,9.0,Идеально,20,1500,Ресторан,"восточная,азиатская,бурятская","детское меню,детская комната,живая музыка,бизнес-ланч,шоу-программа"
32376,Китайская грамота,8.8,Отлично,4,1500,Ресторан,"китайская,азиатская,коктейли","за городом,парковка"
40479,Кирин,8.2,Отлично,24,1500,Ресторан,"китайская,азиатская",парковка
33517,Enjoy Life,8.8,Отлично,5,1500,Банкетный зал,"европейская,русская","детское меню,бизнес-ланч,доставка,парковка"
42365,Zall,7.6,Хорошо,9,1200,Клуб,"европейская,смешанная,суши","здесь танцуют,dj"
30530,Correa's,7.7,Хорошо,4,1500,Ресторан,"европейская,средиземноморская,итальянская","детское меню,детская комната,завтрак,доставка,парковка"
35473,Дирижабль,7.8,Хорошо,7,1500,Кафе,"европейская,итальянская","за городом,детское меню,детская комната,живая музыка,парковка"
30952,Дионис,8.7,Отлично,5,1500,Кафе,"смешанная,вегетарианские блюда","живая музыка,бизнес-ланч,спортивные трансляции,завтрак,доставка"
38803,Дача на Варшавке,5.8,Нормально,8,1000,Кафе,"европейская,русская","детское меню,детская комната,парковка"
33584,John Gilroy’s,8.4,Отлично,7,1500,Паб,"европейская,коктейли,английская","живая музыка,бизнес-ланч,спортивные трансляции,завтрак"
36074,Ганс и Марта,8.7,Отлично,5,1500,Ресторан,"европейская,немецкая","детское меню,детская комната,живая музыка,бизнес-ланч,шоу-программа"
30527,Wine Religion,8.7,Отлично,4,1500,Винотека,"европейская,авторская","детское меню,спортивные трансляции"
35616,Брюгге брассери,8.5,Отлично,6,1500,Паб,"европейская,бельгийская,стейки","живая музыка,бизнес-ланч,спортивные трансляции"
31568,Белорусская хата,8.7,Отлично,2,1500,Ресторан,белорусская,
30648,Bobby Dazzler,8.6,Отлично,5,1500,Паб,"коктейли,английская,ирландская","живая музыка,бизнес-ланч,спортивные трансляции"
31207,Южное,8.3,Отлично,5,1000,Кафе,"европейская,грузинская","доставка,парковка"
35893,Царские сады,8.5,Отлично,11,1500,Ресторан,европейская,доставка
38871,Фазенда,8.0,Отлично,9,1200,Ресторан,"русская,смешанная,европейская","за городом,детское меню,детская комната,живая музыка,бизнес-ланч"
34640,The Loft,8.9,Отлично,2,1500,Кальянная,,"кальян,настольные игры,парковка"
33246,Hite,8.2,Отлично,5,1500,Ресторан,"корейская,азиатская",бизнес-ланч
33081,Терраса,8.0,Отлично,6,1500,Ресторан,смешанная,"детское меню,детская комната,бизнес-ланч,завтрак,парковка"
37972,Рынок и общепит Шук,8.6,Отлично,3,1000,Кафе,"израильская,стритфуд,средиземноморская",
33841,Русский,8.4,Отлично,4,1500,Ресторан,русская,"бизнес-ланч,спортивные трансляции,завтрак,парковка"
31092,Тема,8.2,Отлично,11,1500,Бар,"европейская,коктейли,итальянская","здесь танцуют,караоке,живая музыка,бизнес-ланч,dj"
33786,Пекин,8.6,Отлично,5,1500,Ресторан,"азиатская,европейская,смешанная,китайская,суши,пицца,японская","за городом,кальян"
31900,Постскриптум,9.0,Идеально,37,1500,Бар,"европейская,русская",
33845,La gatta,8.8,Отлично,2,1500,Пиццерия,"европейская,итальянская,японская",доставка
35990,Русская трапеза,8.9,Отлично,8,1500,Ресторан,"русская,европейская,вегетарианские блюда","при отеле,бизнес-ланч,завтрак,доставка"
33971,One More Pub,8.9,Отлично,3,1500,Паб,"европейская,крафтовое пиво,американская","бизнес-ланч,спортивные трансляции"
31044,Крепери де Пари,8.7,Отлично,1,1500,Ресторан,"европейская,французская",
32224,Клевый,8.1,Отлично,3,1500,Ресторан,"европейская,русская","караоке,детская комната,живая музыка,ресторан у воды"
41693,KidzRock Cafe,7.9,Хорошо,14,1100,Кафе,"европейская,итальянская,пицца","детские мастер-классы,детское меню,детская комната,завтрак,парковка"
33365,Кеци,8.6,Отлично,5,1500,Ресторан,"грузинская,кавказская","детская комната,живая музыка,кальян,завтрак,доставка"
42178,Санапиро,5.2,Нормально,5,1100,Ресторан,грузинская,"караоке,живая музыка,бизнес-ланч,dj,кальян"
42433,Концерт,5.8,Нормально,2,1000,Бар,европейская,"здесь танцуют,живая музыка,бизнес-ланч,dj,спортивные трансляции"
31033,Сытый лось,6.0,Неплохо,3,1500,Ресторан,"европейская,смешанная,коктейли,крафтовое пиво,пицца,стейки,русская","караоке,детская комната,живая музыка,бизнес-ланч,кальян"
34056,Пронто на Водном стадионе,6.0,Неплохо,2,1500,Кафе,"европейская,итальянская,суши,пицца,суши","детское меню,доставка"
31758,То да сё,5.6,Нормально,3,1500,Кафе,"европейская,японская,американская","бизнес-ланч,кальян,завтрак,доставка"
42127,Пицца 22 см,5.7,Нормально,2,1000,Пиццерия,"европейская,итальянская,пицца",
32985,У Джона,6.1,Неплохо,2,1500,Кафе,кавказская,"живая музыка,бизнес-ланч,кальян,спортивные трансляции,завтрак"
39486,Папа Вейдер,5.0,Нормально,4,900,Кафе,"европейская,пицца,бургеры,американская","бизнес-ланч,dj,кальян,настольные игры,парковка"
46750,Тхали,8.1,Отлично,7,1000,Ресторан,"индийская,азиатская,вегетарианские блюда","еда навынос,доставка"
41966,Mono Bar,5.3,Нормально,3,1000,Бар,"европейская,коктейли","здесь танцуют,караоке,кальян"
31532,Fornetto,6.0,Неплохо,2,1500,Пиццерия,"итальянская,пицца","заказ кейтеринга,детское меню,завтрак,доставка,камин"
46790,Gentle Cafe,4.8,Посредственно,2,1500,Кафе,"европейская,десерты,спешелти кофе",
31743,Планета суши,6.3,Неплохо,1,1500,Ресторан,"японская,суши",доставка
31000,Buro Canteen,6.0,Неплохо,2,1500,Кафе,европейская,"живая музыка,бизнес-ланч,спортивные трансляции,завтрак"
37498,Osteria Mario,6.3,Неплохо,1,1400,Ресторан,итальянская,"детское меню,детская комната,бизнес-ланч,доставка"
40997,Ketch Up,5.1,Нормально,4,1500,Ресторан,"европейская,стритфуд,крафтовое пиво,бургеры,коктейли,американская","еда навынос,здесь танцуют,детское меню,завтрак,доставка"
43688,Кальян культ,5.8,Нормально,2,1300,Кальянная,закуски,"кальян,настольные игры"
31353,Iskra,6.1,Неплохо,6,1500,Бар,"европейская,пицца,итальянская","детское меню,караоке,бизнес-ланч,спортивные трансляции,завтрак"
40064,Хмельбург,6.5,Неплохо,2,1000,Ресторан,европейская,"детское меню,детская комната,живая музыка,кальян,спортивные трансляции"
41719,UDC,6.2,Неплохо,2,1000,Кафе,"европейская,американская",доставка
31420,Иверия,6.0,Неплохо,5,1500,Ресторан,"европейская,грузинская","живая музыка,спортивные трансляции,настольные игры,ресторан у воды,парковка"
38716,Mukuzani,6.1,Неплохо,4,1500,Ресторан,"кавказская,европейская","при отеле,кальян,парковка"
40298,The Left Bank Pub,5.8,Нормально,3,1500,Паб,"европейская,американская","живая музыка,бизнес-ланч"
45383,Честная рыба,5.5,Нормально,4,1300,Ресторан,рыба и морепродукты,"заказ кейтеринга,детское меню,завтрак,доставка,парковка"
32696,Бургон/Йоши,6.2,Неплохо,3,1150,Ресторан,"европейская,азиатская,суши,пицца,японская","детское меню,караоке,живая музыка,бизнес-ланч,спортивные трансляции"
33623,Комета,6.7,Неплохо,2,1500,Ресторан,"европейская,русская","при отеле,живая музыка,спортивные трансляции"
30675,Буфет,6.3,Неплохо,3,1500,Кафе,"европейская,русская,итальянская","детское меню,караоке,детская комната,завтрак"
42455,California Diner,6.8,Неплохо,5,1500,Кафе,"бургеры,американская,вегетарианские блюда","детское меню,караоке,бизнес-ланч,спортивные трансляции,завтрак"
44404,Винограф,6.5,Неплохо,10,1400,Кафе,"грузинская,кавказская,европейская,шашлыки","детское меню,живая музыка,бизнес-ланч,завтрак,доставка"
31406,Да Чикко,6.6,Неплохо,4,1200,Пиццерия,"европейская,итальянская,пицца",парковка
46708,1901 Comfort Food Zone,5.9,Нормально,3,1050,Ресторан,"восточная,узбекская,шашлыки","детское меню,детская комната,бизнес-ланч,спортивные трансляции,завтрак"
31301,Бейрут,7.6,Хорошо,3,1500,Кафе,"европейская,ливанская","бизнес-ланч,кальян,спортивные трансляции,доставка"
36723,Коптим,7.9,Хорошо,3,1500,Кафе,европейская,доставка
42180,Изи-паб,7.6,Хорошо,6,1000,Паб,"европейская,смешанная,суши,крафтовое пиво,американская",доставка
30529,Чайковский,6.5,Неплохо,4,1500,Ресторан,"европейская,торты на заказ,сладости","детское меню,бизнес-ланч,завтрак"
36889,Кафе музея «Гараж»,7.6,Хорошо,6,1500,Кафе,европейская,
41927,Brooms,7.0,Хорошо,2,1100,Бар,"европейская,авторская","здесь танцуют,живая музыка,бизнес-ланч,спортивные трансляции,завтрак"
31662,Каретный двор,7.7,Хорошо,1,1500,Ресторан,"азербайджанская,кавказская","кабинки,парковка"
41475,Duma bar & kitchen,7.7,Хорошо,2,1100,Бар,европейская,"здесь танцуют,бизнес-ланч,парковка"
34338,Арарат,7.6,Хорошо,2,1500,Ресторан,"европейская,армянская,пицца",
31020,Белфаст,7.7,Хорошо,6,1200,Паб,"европейская,ирландская","бизнес-ланч,спортивные трансляции,парковка"
37108,Шикари,7.8,Хорошо,8,1200,Ресторан,"азиатская,японская,китайская,вьетнамская,суши","детское меню,бизнес-ланч,доставка"
38826,Стамбул,7.7,Хорошо,3,1000,Ресторан,"азербайджанская,восточная,турецкая",кальян
41405,Square BB,7.8,Хорошо,3,1300,Ресторан,"итальянская,пицца,бургеры","детские мастер-классы,детское меню,детская комната,парковка"
31051,Хлеб насущный,6.7,Неплохо,7,1500,Кафе,"европейская,бельгийская","заказ кейтеринга,доставка"
32456,Русское подворье,7.8,Хорошо,5,1500,Ресторан,"европейская,русская","кальян,настольные игры,доставка,камин,парковка"
41694,Ной,7.9,Хорошо,5,1000,Ресторан,"европейская,смешанная,пицца,итальянская,кавказская","за городом,живая музыка,бизнес-ланч,доставка"
41618,Ритм Блюз,7.8,Хорошо,5,1200,Кафе,европейская,живая музыка
31727,Меркато,7.8,Хорошо,6,1500,Кафе,итальянская,детское меню
47354,Маñana,6.7,Неплохо,2,1300,Гастробар,"латиноамериканская,мексиканская,испанская,коктейли,вегетарианские блюда",
30558,Николай,7.9,Хорошо,2,1500,Кафе,"европейская,русская","бизнес-ланч,завтрак,доставка,парковка"
34193,Заправка,7.9,Хорошо,5,1500,Кафе,"европейская,крафтовое пиво,японская","за городом,доставка,своя пивоварня,парковка"
31279,Lawson's Bar,7.8,Хорошо,4,1500,Бар,"европейская,коктейли,пицца,шотландская,английская","живая музыка,спортивные трансляции"
31052,Cuba libre,7.4,Хорошо,6,1500,Бар,"мексиканская,латиноамериканская,коктейли,кубинская","здесь танцуют,бизнес-ланч,dj,завтрак"
31653,Домжур,7.9,Хорошо,2,1500,Ресторан,"европейская,русская","живая музыка,спортивные трансляции,бильярд"
36091,Jazz Café,7.7,Хорошо,7,1000,Кафе,"европейская,японская","за городом,детское меню,караоке,живая музыка,бизнес-ланч"
35786,Гранд фэмили,8.0,Отлично,3,1500,Ресторан,"европейская,грузинская","живая музыка,спортивные трансляции,доставка,парковка"
42957,Buffalo,7.7,Хорошо,5,1500,Кафе,"русская,мексиканская,латиноамериканская,крафтовое пиво,американская","здесь танцуют,живая музыка,бизнес-ланч,шоу-программа,спортивные трансляции"
42329,Бауман,7.9,Хорошо,8,1200,Паб,"смешанная,европейская","живая музыка,dj,кальян,спортивные трансляции"
34047,Атриум Food Gallery,7.9,Хорошо,3,1500,Ресторан,"европейская,итальянская",за городом
35438,Арго,7.9,Хорошо,5,1500,Ресторан,"европейская,русская,кавказская,грузинская,узбекская,шашлыки","за городом,кальян,завтрак,доставка,парковка"
30712,Vietcafé,8.0,Отлично,5,1500,Кафе,вьетнамская,"детское меню,бизнес-ланч,доставка"
43015,Алмаз,7.8,Хорошо,8,1500,Ресторан,"азербайджанская,кавказская,шашлыки",доставка
41812,Bar Disco 90,7.2,Хорошо,6,1100,Бар,"европейская,коктейли,суши,пицца,итальянская","здесь танцуют,dj,кальян"
30835,Хинкальная,7.7,Хорошо,2,1500,Ресторан,"европейская,грузинская","живая музыка,доставка,парковка"
32580,Суп,8.0,Отлично,5,1500,Кафе,европейская,"спортивные трансляции,доставка"
41090,Hidden Bar,7.6,Хорошо,6,1200,Бар,"европейская,смешанная","здесь танцуют,живая музыка,парковка"
30532,Semplice,8.1,Отлично,2,1250,Ресторан,"европейская,итальянская,пицца","завтрак,доставка,парковка"
37676,Рыбы нет,7.3,Хорошо,9,1500,Стейк-хаус,"европейская,стейки,крабы,устрицы,бургеры,американская","при отеле,доставка,парковка"
37082,Scramble Café,6.8,Неплохо,3,1000,Кафе,"европейская,десерты",завтрак
38842,Semenov,8.1,Отлично,8,1500,Ресторан,"русская,европейская,коктейли","здесь танцуют,детское меню,караоке,детская комната,живая музыка"
